Angle, CurrentLapTime, Damage, DistanceFromStart, DistanceCovered, FuelLevel, Gear, LastLapTime, Opponent_1,Opponent_2,Opponent_3,Opponent_4,Opponent_5,Opponent_6,Opponent_7,Opponent_8,Opponent_9,Opponent_10,Opponent_11,Opponent_12,Opponent_13,Opponent_14,Opponent_15,Opponent_16,Opponent_17,Opponent_18,Opponent_19,Opponent_20,Opponent_21,Opponent_22,Opponent_23,Opponent_24,Opponent_25,Opponent_26,Opponent_27,Opponent_28,Opponent_29,Opponent_30,Opponent_31,Opponent_32,Opponent_33,Opponent_34,Opponent_35,Opponent_36,RacePosition, RPM, SpeedX, SpeedY, SpeedZ, Track_1,Track_2,Track_3,Track_4,Track_5,Track_6,Track_7,Track_8,Track_9,Track_10,Track_11,Track_12,Track_13,Track_14,Track_15,Track_16,Track_17,Track_18,Track_19,TrackPosition, WheelSpinVelocity_1,WheelSpinVelocity_2,WheelSpinVelocity_3,WheelSpinVelocity_4,Z, Acceleration,Braking,Clutch,Gear,Steering
1.74846E-7,-0.982,0.0,1546.73,0.0,94.0,0,0.0,19.9997,30.591,200.0,12.0184,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,12.0184,200.0,30.7315,19.9998,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,6,942.478,0.0,0.0,-2.05088E-4,13.3333,13.8037,17.4054,23.246,38.9841,51.5161,76.7837,152.983,200.0,200.0,200.0,76.4914,38.3918,25.758,19.492,11.623,8.70271,6.90184,6.66667,-0.333333,0.0,0.0,0.0,0.0,0.345258,1.0,0.0,0.6399999856948853,1,0.017818400636315346
1.74846E-7,-0.962,0.0,1546.73,0.0,94.0,0,0.0,19.9997,30.591,200.0,12.0184,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,12.0184,200.0,30.7315,19.9998,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,6,1100.33,0.0,0.0,-2.05088E-4,13.3333,13.8037,17.4054,23.246,38.9841,51.5161,76.7837,152.983,200.0,200.0,200.0,76.4914,38.3918,25.758,19.492,11.623,8.70271,6.90184,6.66667,-0.333333,0.0,0.0,0.0,0.0,0.345258,1.0,0.0,0.6399999856948853,1,0.017818400636315346
1.74846E-7,-0.942,0.0,1546.73,0.0,93.9999,0,0.0,19.9997,30.591,200.0,12.0184,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,12.0184,200.0,30.7315,19.9998,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,6,1263.95,0.0,0.0,-2.05088E-4,13.3333,13.8037,17.4054,23.246,38.9841,51.5161,76.7837,152.983,200.0,200.0,200.0,76.4914,38.3918,25.758,19.492,11.623,8.70271,6.90184,6.66667,-0.333333,0.0,0.0,0.0,0.0,0.345258,1.0,0.0,0.6399999856948853,1,0.017818400636315346
1.74846E-7,-0.922,0.0,1546.73,0.0,93.9998,0,0.0,19.9997,30.591,200.0,12.0184,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,12.0184,200.0,30.7315,19.9998,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,6,1432.32,0.0,0.0,-2.05088E-4,13.3333,13.8037,17.4054,23.246,38.9841,51.5161,76.7837,152.983,200.0,200.0,200.0,76.4914,38.3918,25.758,19.492,11.623,8.70271,6.90184,6.66667,-0.333333,0.0,0.0,0.0,0.0,0.345258,1.0,0.0,0.6399999856948853,1,0.017818400636315346
1.74846E-7,-0.902,0.0,1546.73,0.0,93.9997,0,0.0,19.9997,30.591,200.0,12.0184,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,12.0184,200.0,30.7315,19.9998,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,6,1605.57,0.0,0.0,-2.05088E-4,13.3333,13.8037,17.4054,23.246,38.9841,51.5161,76.7837,152.983,200.0,200.0,200.0,76.4914,38.3918,25.758,19.492,11.623,8.70271,6.90184,6.66667,-0.333333,0.0,0.0,0.0,0.0,0.345258,1.0,0.0,0.6399999856948853,1,0.017818400636315346
1.74846E-7,-0.882,0.0,1546.73,0.0,93.9997,0,0.0,19.9997,30.591,200.0,12.0184,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,12.0184,200.0,30.7315,19.9998,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,6,1783.85,0.0,0.0,-2.05088E-4,13.3333,13.8037,17.4054,23.246,38.9841,51.5161,76.7837,152.983,200.0,200.0,200.0,76.4914,38.3918,25.758,19.492,11.623,8.70271,6.90184,6.66667,-0.333333,0.0,0.0,0.0,0.0,0.345258,1.0,0.0,0.6399999856948853,1,0.017818400636315346
1.74846E-7,-0.862,0.0,1546.73,0.0,93.9996,0,0.0,19.9997,30.591,200.0,12.0184,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,12.0184,200.0,30.7315,19.9998,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,6,1967.31,0.0,0.0,-2.05088E-4,13.3333,13.8037,17.4054,23.246,38.9841,51.5161,76.7837,152.983,200.0,200.0,200.0,76.4914,38.3918,25.758,19.492,11.623,8.70271,6.90184,6.66667,-0.333333,0.0,0.0,0.0,0.0,0.345258,1.0,0.0,0.6399999856948853,1,0.017818400636315346
1.74846E-7,-0.842,0.0,1546.73,0.0,93.9995,0,0.0,19.9997,30.591,200.0,12.0184,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,12.0184,200.0,30.7315,19.9998,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,6,2156.5,0.0,0.0,-2.05088E-4,13.3333,13.8037,17.4054,23.246,38.9841,51.5161,76.7837,152.983,200.0,200.0,200.0,76.4914,38.3918,25.758,19.492,11.623,8.70271,6.90184,6.66667,-0.333333,0.0,0.0,0.0,0.0,0.345258,1.0,0.0,0.6399999856948853,1,0.017818400636315346
1.74846E-7,-0.822,0.0,1546.73,0.0,93.9994,0,0.0,19.9997,30.591,200.0,12.0184,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,12.0184,200.0,30.7315,19.9998,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,6,2359.56,0.0,0.0,-2.05088E-4,13.3333,13.8037,17.4054,23.246,38.9841,51.5161,76.7837,152.983,200.0,200.0,200.0,76.4914,38.3918,25.758,19.492,11.623,8.70271,6.90184,6.66667,-0.333333,0.0,0.0,0.0,0.0,0.345258,1.0,0.0,0.6399999856948853,1,0.017818400636315346
1.74846E-7,-0.802,0.0,1546.73,0.0,93.9993,0,0.0,19.9997,30.591,200.0,12.0184,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,12.0184,200.0,30.7315,19.9998,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,6,2580.78,0.0,0.0,-2.05088E-4,13.3333,13.8037,17.4054,23.246,38.9841,51.5161,76.7837,152.983,200.0,200.0,200.0,76.4914,38.3918,25.758,19.492,11.623,8.70271,6.90184,6.66667,-0.333333,0.0,0.0,0.0,0.0,0.345258,1.0,0.0,0.6399999856948853,1,0.017818400636315346
